mbti,description
intp,"INTP는 아웃사이더라는 고정관념을 많이들 가지고 있는 탓에, 내성적인 사람들이 자신을 이 유형으로 착각하는 사례가 매우 잦다."
isfj,"수호자 사랑은 남과 나눌 때 커진다 더 많은 사랑을 받는 유일한 방법은 다른 사람에게 사랑을 베푸는 것이다 브라이언 트레이시 수호자(ISFJ)는 겸손한 자세로 세상을 지탱하는 역할을 합니다 이들은 근면하고 헌신적인 성격으로 주변 사람들에 대한 깊은 책임감을 느낍니다 이들은 마감 기한을 철저히 지키고 동료와 친구의 생일과 기념일을 챙기며, 기존 질서를 유지하고 주변 사람을 배려하는 동시에 기꺼이 도움의 손길을 건넵니다 또한 감사를 요구하기보다는 뒤에서 묵묵히 헌신하는 성격이라고 할 수 있습니다 수호자는 유능하고 긍정적인 성격으로 다양한 방면에서 역량을 발휘합니다 또한 세심하고 배려심이 넘치며 분석 능력과 세부 사항 파악 능력도 뛰어납니다 그리고 차분한 성격인 동시에 대인 관계 능력도 뛰어나며, 이 덕분에 여러 사람과 깊은 관계를 맺을 가능성도 큽니다 이들의 다양한 장점은 시너지 효과를 내며 일상생활에서도 빛을 발하곤 합니다 수호자는 진정한 이타주의자로 다른 사람의 친절에 더 큰 친절로 보답하며 열정적이고 겸손한 태도로 업무와 사람을 대합니다 충실한 성격 수호자는 매우 충실한 성격으로 친구나 연인 관계를 위해 최선을 다합니다 이들은 연인과 친밀한 관계를 유지하기 위해 많은 에너지를 투자하며, 친구나 가족이 어려움을 겪고 있다면 하던 일을 내려놓고 도움의 손길을 건넵니다 수호자는 자신을 필요로 하는 사람을 도울 때 에너지를 얻고 보람을 느낍니다 수호자는 가까운 사람뿐만 아니라 집단과 회사에도 충실한 태도를 유지하며 가족의 전통도 소중히 여깁니다 그러나 다른 사람을 도우려는 성향으로 인해 문제가 발생하기도 합니다 수호자의 배려심과 근면함을 이용하려는 사람들 때문에 스트레스를 받고 번아웃을 경험할 수 있기 때문입니다 또한 변화를 수용하기 힘들어하기에 자신의 방식을 바꾸거나 인간관계를 끊을 필요가 있을 때는 스트레스를 받거나 죄책감을 느끼기도 합니다 높은 기대치 완벽주의적 성향을 지닌 수호자에게는 “이 정도면 됐어”라는 말은 통하지 않습니다 이들은 자신의 책임을 진지하게 생각하며 다른 사람의 기대치를 뛰어넘을 만큼 일에 최선을 다합니다 수호자는 겸손하고 자만하지 않는 성격으로 다른 사람의 인정을 요구하는 경우는 거의 없습니다 그렇다고 수호자가 다른 사람들이 자신의 노력을 알아차리지 못하거나 자신을 인정하지 않아도 신경쓰지 않는다는 의미는 아닙니다 겸손한 태도를 유지한다고 해서 칭찬을 싫어하거나 자신의 노력을 당연히 여기는 것을 받아들인다는 의미는 아니기 때문입니다 따라서 자신의 노력에 대한 정당한 인정을 요구하는 방법을 익히지 않는다면 열정과 활력을 잃거나 자신을 인정하지 않는 사람들 때문에 분노를 느끼게 될 수도 있습니다 다른 사람과의 소통 추구 수호자는 내향적(I) 성향을 지닌 동시에 다른 사람과의 소통을 추구하는 성격입니다 수호자는 다른 사람에 대해 세세한 사항도 잘 기억하며, 이러한 능력은 어려움 없이 친구를 만들고 인간관계를 유지하는 데 큰 도움이 됩니다 사실 수호자만큼 친구와 연인이 원하는 선물이 무엇인지 잘 파악하는 성격도 없을 것입니다 수호자는 세심하고 사려 깊은 성격으로, 주변 사람이 안전하고 행복한 삶을 살 수 있도록 돕는 일에서 만족감을 느낍니다 남을 먼저 챙기려는 성향 때문에 자신을 돌보지 못할 때가 있기는 하지만, 다른 사람을 생각하는 만큼 자신도 챙긴다면 더욱 넘치는 에너지와 활력으로 선을 행할 수 있을 것입니다"
isfj,"용감한 수호자, 실용적인 조력가[27][28]"
isfj,"MBTI 유형 중 가장 정의 내리기 어려운 유형이다. 타인을 향한 연민과 동정심이 있으면서도, 가족이나 친구를 보호할 때는 가차 없는 모습을 보인다. 또 조용하고 내성적인 반면, 관계술이 뛰어나 인간관계를 잘 만들어간다. 그리고 안정적인 삶을 지향하면서도 변화를 잘 수용한다. 이 외에도 한마디로 정의 내리기 힘든 다양한 성향을 내포하고 있다."
isfj,"하지만 이들은 대체로 조용하고 차분하며, 따뜻하고 친근하다. 책임감과 인내력 또한 매우 강하다."
isfj,"본인의 친한 친구나 가족에게 진솔하며, 애정이 가득하다. 관계를 맺기에 가장 어려우나, 가장 믿음직스러운 유형. 사람들을 안전하게 보살피는 데에 관심이 많기 때문에 보호자 성격이라고도 불린다. 상대방의 감정을 파악하는 데는 능숙하지만 표현하는 데는 서툴기 때문에 인간관계에 대한 고민이 많다."
isfj,"업무를 하는 데 있어서는 실질적이고 계획적이며, 협조적으로 일을 처리한다. 완벽한 결과물을 도출하지 못할 경우 상당한 스트레스를 받으며, 이상적인 모습과 달리 게을러질 때 자괴감을 느낀다."
isfj,"실용적이고 사려 깊은 성격. 타인에 대한 동정심이 많으며, 친구나 가족이 안전하고 행복한 삶을 살 수 있도록 돕는 일에서 만족감을 느낀다.[TR][16P]"
isfj,자신의 책임을 진지하게 생각하여 다른 사람의 기대치를 충족시키기 위해 최선을 다한다.[16P]
isfj,"조직이나 전통, 관습에 충직하며 규칙을 잘 따른다.[TR]"
isfj,겸손하고 자만하지 않는 성격이다.[TR]
isfj,세부 사항 파악 능력이 뛰어난 편이다.[16P]
isfj,"성격에 모순적인 부분이 많기 때문에 이들을 완전히 이해하기 힘들며, ISFJ 본인도 본인의 성격을 잘 모르는 경우가 많다."
isfj,차분한 성격인 동시에 대인 관계 능력도 뛰어나다.[37][16P]
isfj,다른 사람들에게 신뢰를 주려 매우 노력한다.
isfj,"실제로 ISFJ는 전문가들이 말하는 가장 신뢰할 수 있는 MBTI 유형이다. 상대방을 판단하지 않고 공감해 주며, 상대방의 비밀을 유지할 가능성 또한 높은 유형이다."
isfj,"확고한 가치관에 따라 행동하며, 양심적이다.[TR]"
isfj,"옳다고 믿는 것, 공정하다고 믿는 것에 매우 헌신적이다.[41]"
isfj,자신의 신념과 가치를 고수하는 것을 선호한다. 필요할 경우 완고하게 행동하지만 대체로 다수의 의견을 존중하고 따른다. Si(내향 감각)이 주 기능이기 때문에 주변을 통제하려고 하기보다는 수용하려는 경향이 있다.[42]
isfj,다양한 사람들과 잘 지내려는 성향(IS)을 갖고 있지만 선악을 분명하게 판단하는 유형(FJ)이다. 양립하기 어려운 두 성향을 동시에 갖고 있기 때문에 마음속이 복잡할 때가 많다.[43]
isfj,중립적인 성향을 갖고 있지만 호불호가 분명해서 인간관계의 선이 뚜렷한 편이다.[44]
isfj,"관계를 중요시하고, 조화를 유지하기 위해 노력한다.[TR]"
isfj,조직 내 평화로운 분위기를 만들어나간다.[46]
isfj,"길고 안정적인 관계를 원하며, 가족을 위해 많이 희생한다."
isfj,다른 유형에 비해 친해지는 데 시간이 많이 걸리는 편이다.[47]
isfj,일반적으로 노잼 성격으로 알려져 있지만 친한 사람과 있을 때는 숨겨진 유머 감각이 나온다.
isfj,감정형(F) 중에서 가장 사고형(T)에 가까운 편이다.[48]
isfj,부기능 Fe(외향 감정)과 3차 기능 Ti(내향 사고)의 조합으로 다른 사람의 관점에서 상황을 논리적으로 바라보려는 경향이 있다.[49]
isfj,논리와 감정 사이에서 매우 갈등하기 때문에 까다롭거나 우유부단하다는 평가를 받기도 한다.[50]
isfj,"무언가 결정을 내려야 할 때, 누구에게도 감정적인 해를 끼치지 않는 윈윈(WIN-WIN) 상황을 추구한다.[51]"
isfj,본인에게 중요한 것에 한해서 기억력이 뛰어나다.
isfj,ISFJ는 무의식적으로 자신에게 중요한 것이 무엇인지 결정하여 그 세부 사항을 기억한다. 경험에서 느낀 감정도 정확히 기억할 수 있다.[52]
isfj,"다른 사람들의 이야기를 듣는 것을 좋아하고, 사람들과 관련된 소소한 사항을 기억해 놓는다.[16P][54]"
isfj,"추억을 회상하는 것을 좋아하고, 사람들과 추억 얘기를 나누는 것을 즐긴다.[55]"
isfj,주변 사람들의 감정을 드러내는 작은 세부 사항을 관찰한다.[56]
isfj,누군가 감정적 고통을 겪고 있다면 진심으로 도울 수 있는 방법이나 줄 수 있는 선물을 찾는다. 문제에 귀를 기울일 뿐만 아니라 실질적인 해결책도 제공하고 싶어 한다.[57]
isfj,가까운 사람들에게도 자신의 감정을 표현하는 것을 어려워한다. 감정을 공유하기 전에 혼자서 속으로 분석한다.[58][59][3Ti]
isfj,쾌락주의와 가장 거리가 먼 성격 유형 중 하나이다.
isfj,의미 있으면서도 안정적인 삶을 추구한다.
isfj,"조명, 온도, 소음 등과 같은 다양한 감각 자극에 예민하다."
isfj,우정을 매우 진지하게 생각한다.[61]
isfj,타인과의 관계를 매우 높은 가치로 놓는 유형이다. 그만큼 인간관계로 인해 스트레스와 상처를 많이 받는다.
isfj,"갈등을 싫어하고 불편해한다. 특히 사소한 일로 불필요하게 싸워야 하는 상황에서 큰 좌절감을 느끼며, 갈등 상황을 보는 것 자체로도 극심한 스트레스를 받는다.[62]"
isfj,그러나 가까운 친구나 가족이 싸움에 휘말리면 적극적으로 뛰어들기도 한다.  불건강할 경우 (상황을 보이는 대로만 판단하여) 일을 키우기도 한다.
isfj,"친밀한 관계 사이의 갈등 상황에 특히 더 취약하다. 문제가 생기면 불화를 끝낼 방법을 찾기 위해 노력하며, 양쪽 모두에게 최소한의 피해를 주는 쪽으로 선택하는 경향이 있다.[63]"
isfj,다른 사람들의 필요를 충족시키는 데 매우 신경 쓰기 때문에 번아웃에 취약하다.[64]
isfj,다른 사람을 존중하는 것과 예의를 매우 중시한다.
isfj,비속어를 사용하는 경향이 가장 적은 유형이다.
isfj,"메모와 기록, 분류 등 무언가를 구조화하는 행위를 즐긴다."
isfj,생일과 기념일을 잘 챙긴다.[16P]
isfj,소확행을 좋아한다.[66]
isfj,리액션을 하는 것에 서투르다. 느끼고 생각하는 것에 비해 표현이 적다.[67]
isfj,공감 능력 자체는 좋더라도 표현력이 부족하고 단어 선택에 신중하기 때문에 위로를 잘 못하는 편이다. 상대방의 상황을 진심으로 안타까워해도 영혼이 없어 보여서 가식적이라는 오해를 받기도 한다.[68][69]
isfj,나르시시즘과 거리가 먼 유형이다.[70]
isfj,정이 많지만 남용하지는 않는다.
isfj,다면적이고 복잡한 성격이지만 겉으로 보기엔 무덤덤해 보인다.[71]
isfj,"어떠한 업무나 과제를 수행할 때 마감일, 단계 및 평가 방법에 대한 명확한 그림을 원한다.[72]"
isfj,"스몰토크를 잘 이어나갈 수 있지만, 관심있는 상대방에 대한 깊고 많은 정보를 듣는 것을 더 선호하며, 진지한 대화를 나누는 것을 좋아한다.[73]"
isfj,상대방과 깊고 편안한 사이가 아니라면 진지한 대화를 하는 것을 꺼린다.
isfj,타인에게 맞추려는 성향 때문에 만나는 사람마다 성격이나 말투가 달라지기도 한다.[74]
isfj,게임을 할 때 공격 역할보다 방어나 힐러 역할을 선호한다.[75]
isfj,눈물이 많은 편이지만 남들 앞에서는 눈물을 보이려고 하지 않는다.[76]
isfj,한국의 유교 문화와 기성세대 정서에 적응하는 것에 상당히 수월하다.[8순위근거1][78]
isfj,새로운 아이디어를 제시하거나 다양성을 추구하는 것을 힘들어한다.[79]
isfj,일반적으로 사교 집단에 참여는 하지만 주목받는 것은 꺼린다.
isfj,여럿의 대화 시 주로 타인의 말을 경청하며 침묵을 지킨다.
isfj,"주변 환경에 집중하며, 개인적인 경험과 일의 세부 사항을 연관시킨다.[TR]"
isfj,ISFJ-T 유형은 매우 완벽주의적이다.[81][16P]
isfj,"불건강한 ISFJ는 경직돼 있고 융통성이 없으며, 자신만의 방식만을 고수하기도 한다."
isfj,"Si-Ti 루프[83]에 휘말리는 경우, 과거 상황을 끊임없이 머릿속으로 재생하고 무엇이 잘못되었는지 강박적으로 분석한다.[3Ti][85]"
isfj,"하지만 어떤 결론에도 만족하지 못하기 때문에, 결국 기억을 회상하고 분석하는 루프에 갇히게 된다. 이로 인해 현재를 낭비하며, 과거를 생각하느라 몇 개월이 훌쩍 지나버리기도 한다. 오랜 기간 지속되면 건강에 악영향을 끼치게 될 수도 있다. "
isfj,자신의 역할을 완수하기 위해 주로 뒤에서 묵묵히 일한다.[TR]
isfj,본인의 업적이나 실적을 다른 사람들이 알아차리게 하는 데 어려움을 느낀다.[16P][88]
isfj,"화려한 스포트라이트를 받는 것을 불편해하며, 다른 이들과 함께 달성한 업무에 있어 공을 인정받는 데에 어색해 하기도 한다."
isfj,"열등 기능이 Ne(외향 직관)로 구체적이지 않은 이야기를 잘 이해하지 못하고 넘겨짚을 수 있으므로, ISFJ에게는 힘들더라도 전체적인 정황을 상세히 설명해 주는 것이 좋다."
isfj,"대체로 관대하고 수용적이며, 일편단심이다."
isfj,자신을 좋아한다는 이유만으로 사랑에 빠지지는 않는다.
isfj,짝사랑하는 상대가 자신에게 관심이 없다고 생각되면 자연스럽게 마음을 접는다.
isfj,"사랑하는 사람을 돌보는 일에 전념하고, 가족으로서의 책임감을 진지하게 생각한다."
isfj,"무언가를 제공하고 도울 방법을 찾고, 상대방의 세세한 면에 주의를 기울인다."
isfj,"상대방의 필요를 자신의 것보다 우선시한다. 호구가 되어 을의 연애를 하거나, 로맨스 사기를 당하기 매우 쉬운 유형이다."
isfj,"일반적으로 상대가 ""해야 할 일""에 대해서는 명확한 생각을 하지만, 자신에게 ""해줬으면 하는 일""에 관해서는 요구할 가능성이 낮다."
isfj,부모 역할에 매우 적합한 유형이다. 대체로 자녀의 필요와 감정을 잘 이해한다.
isfj,헌신적이고 전통적이며 책임감이 있다.[TR]
isfj,자녀에게 지나치게 보호적이고 잔소리가 심할 수 있다.
isfj,자녀의 일상적인 필요를 만족시켜 주는 데 탁월하다.[TR][91]
isfj,자녀를 키울 때 지나친 의무감과 책임감에 사로잡히는 경향이 있다.[92][93]
isfj,자녀가 올바른 일을 하고 사회 규칙을 준수하도록 가르치는 데는 굉장히 단호하다.
isfj,ISFJ 유형 부모의 자녀는 부모가 자신을 통제하고 있다고 느끼기 쉽다.[94]
isfj,"자녀가 사춘기가 오고 어른이 되며 훨씬 독립적으로 변할 때 어려움을 겪을 수 있다. 이들은 안정성을 중시하며, 자녀가 재정적/직업적 안정을 보장하는 미래를 준비해야 한다고 생각한다. 자녀가 안정적이지 않은 진로를 준비할 때는 매우 불안해하거나 다소 통제할 수도 있다."
isfj,"야망이 크고 독립적인 자녀와는 상성이 좋지 않다. 다만 그러한 성향의 자녀에게도 좀 더 맞춰주기 위해 노력하는 편이며, 쉽게 손절하지는 못한다.[95]"
isfj,"매우 성실하게 공부하고, 숙제도 빠짐없이 해 간다."
isfj,"친구들을 잘 도우며, 봉사 활동도 좋아하는 편이다."
isfj,"부모를 기쁘게 하려는 강한 욕구가 있고, 자연스럽게 권위와 규칙을 존중하기 때문에 대부분 순종적인 성격을 가진다."
isfj,"일반적으로 나이에 비해 성숙하고 사람들이 필요로 하는 것이 무엇인지 잘 알고 있으며, 예상치 못한 선물이나 착한 행동으로 부모나 형제를 놀라게 하는 것을 즐긴다."
isfj,한 번에 한 가지 활동에 집중할 수 있는 평화로운 분위기를 좋아한다.[96]
isfj,"추위, 더위, 질병이나 피로와 같은 것에 다른 아이들보다 더 취약하고 민감하다."
isfj,ISFJ의 민감성은 먹는 음식에도 적용된다. 음식 맛에 대해 까다로운 경향이 있다.
isfj,"미래에 집중하며, 대학 등록금을 절약하려는 경향을 보인다."
isfj,"보여지는 이미지를 생각하며 공부하기에, 예쁜 필기나 책상 정리정돈에 집착할 수도 있다. 이런 경우는 겉보기엔 모범생처럼 보이지만, 정작 머릿속에 제대로 들어오는 건 없다."
isfj,"단순 암기를 잘하며, 엉덩이로 공부하는 경향이 강하다. 주입식 교육과 잘 맞는 편이다. 공식 자체를 외우는 건 잘하지만, 정작 그 이유를 설명해 보라 하면 못 하는 경우가 많다.[97]"
isfj,"안정적인 또래 관계를 맺고, 친구들과 문제를 일으키지 않는다. 친구들이 이들을 볼 때 종종 너무 순진하다거나 지루하다고 느끼는 경우도 있다."
isfj,"혼자만의 시간을 즐기고, 다수보다는 한두 명의 친한 친구와 함께 있는 것을 선호한다."
isfj,자신처럼 온화하고 부드러운 말을 하는 아이들이나 본인의 내성적인 성격을 보완하는 외향적이고 활기 넘치는 아이들에게 매력을 느끼는 경향이 있다.
isfj,"과거의 일을 회상하는 것을 좋아하고, 안정감을 중요하게 여긴다.[98]"
isfj,타인의 기분의 아주 미묘한 변화도 바로 포착할 수 있는데 반해 자신의 감정을 이해하고 대처하는 데는 어려움을 겪는다.[99]
isfj,"명확한 지시를 선호하며, 모호하고 우회적인 규칙이나 지시를 싫어한다. 모든 세부 사항을 제시하는 것을 좋아하고, 자신에게 원하는 것이 무엇인지 정확히 알고 싶어한다."
isfj,매우 체계적이다. 큰 과제를 수행하기 전에 단계별로 순서를 나누고 한 번에 한 가지씩 진행하는 것을 선호한다.
isfj,"온화하고 공감 능력이 뛰어나면서도 현실 세계와 매우 밀접하게 연결되어 있다. 판타지나 가설보다 실제 경험에 더 중점을 둔다. 그렇다고 이들이 상상하지 않는다는 것을 의미하지는 않는다. 많은 ISFJ 아이들은 역할 놀이, 판타지 소설 읽기, 해리 포터 시리즈 와 같은 영화 보기를 즐긴다."
isfj,비판을 개인적으로 받아들이고 사소한 실수에도 자책한다.
isfj,"타인의 갈등 상황을 빠르게 알아채고, 극심한 두려움과 괴로움을 느낀다. 가정의 조화는 ISFJ 자녀에게 특히 필수적인 요소이다."
isfp,"모험가 나는 매일 변화한다 잠을 자러 갈 때면 오늘 아침 일어났을 때와는 다른 사람이 되었음을 확실히 느낀다 밥 딜런 모험가(ISFP)는 진정한 의미의 예술가라고 할 수 있습니다 하지만 모험가라고 반드시 예술 업계에만 종사하는 것은 아닙니다 이들에게는 삶 자체가 자신을 표현하기 위한 캔버스이기 때문입니다 이들은 입는 옷부터 여가 시간을 보내는 방식까지 다양한 측면에서 자신의 독특한 개성을 생생히 드러냅니다 모든 모험가는 각자 독특한 성격을 지니고 있습니다 이들은 호기심이 많고 새로운 것을 추구하는 성격으로 다양한 분야에 관심과 열정을 보일 때가 많습니다 모험가는 탐험가적 성향과 일상 생활에서 즐거움을 찾을 수 있는 능력을 지니고 있는 매우 흥미로운 성격이라고 할 수 있습니다 그러나 보통 자신의 놀라운 개성에 자만하는 대신 자신이 하고 싶은 일을 할 뿐이라고 겸손하게 생각하곤 합니다 개방적인 태도의 아름다움 모험가는 유연한 방식으로 삶에 적응하며 일부 성격과 달리 엄격한 일정과 계획을 따르는 일을 좋아하지 않습니다 모험가는 하루 하루를 있는 그대로 받아들이며 현재를 기준으로 결정을 내립니다 또한 삶에서 여유를 추구하며, 혼자 또는 사랑하는 사람들과 훌쩍 여행을 떠나거나 새로운 일에 도전하는 등 즉흥적인 방식으로 다양한 추억을 쌓고자 합니다 모험가는 유연한 사고 방식과 관용적이고 개방적인 태도를 지니고 있습니다 이들은 다양한 사람들과 함께 살아가는 것을 진심으로 사랑하며, 자신과 생각이나 라이프스타일이 다른 사람도 받아들입니다 또한 자기 생각이나 의견을 바꾸는 데도 거리낌이 없으며 다른 사람도 변화할 수 있다고 믿곤 합니다 모험가는 모든 사람이 편견 없이 자신이 원하는 대로 살아갈 수 있는 세상을 원합니다 그러나 현재에 집중하는 모험가의 성향에도 단점은 존재합니다 이들은 장기적 계획을 수립하고 이를 지키는 데 어려움을 겪을 수 있습니다 이로 인해 자신이 목표를 성취할 수 있는 능력이 있는지 제대로 파악하지 못할 때가 있으며 다른 사람을 실망하게 할까 걱정하곤 합니다 가끔은 체계적인 태도로 삶을 바라본다면 독립성을 유지하는 동시에 자신의 능력에 대한 자신감을 느끼고 계획을 수립하는 데 도움이 될 것입니다 조화로운 삶 모험가는 따뜻하고 친절하며 배려심 넘치는 성격으로 친구나 사랑하는 사람과 함께 할 때 깊은 행복감을 느낍니다 동시에 내향적(I) 성향으로 인해 다른 사람과의 만남 후에는 혼자만의 시간이 필요하며, 혼자만의 시간을 통해 자신의 진정한 정체성에 대해 다시 생각하곤 합니다 혼자만의 시간을 보내지 않는다면 자아 성찰 없이 외부 상황에만 집중하느라 일상생활에서 혼란을 느끼게 될 수 있습니다 모험가는 창의력이 넘치는 자유로운 영혼으로 자신의 리듬에 따라 살아갑니다 이 때문에 다른 사람의 의견을 신경쓰지 않는 성격처럼 보일 수도 있습니다 하지만 사실 모험가는 사려 깊고 통찰력이 뛰어난 성격으로, 다른 사람이 기분이나 생각을 파악할 수 있는 능력을 지니고 있습니다 또한 다른 사람들이 자신을 좋아하지 않는다고 느낄 때는 불안해하기도 합니다 이 때문에 비판을 받았을 때 평정심을 유지하기 어려워할 때가 많으며, 너무 직설적이거나 부당한 비판을 받는다면 크게 화를 내기도 합니다 모험가의 성격에는 다양한 장점이 있습니다 이들은 과거의 상처나 좌절한 경험을 되돌아보는 대신 현재에 집중하며, 이미 지나간 일에 대해 후회하기보다는 현재에 가장 적절한 결정을 내립니다 또한 주변에서 다른 사람이 발견하지 못한 즐거움을 찾아내곤 합니다 이렇게 긍정적인 삶의 태도는 모험가의 다양한 매력 중 하나라고 할 수 있습니다"
isfp,"호기심 많은 예술가, 성인군자형"
isfp,"말없이 다정하고 온화하며, 사람들에게 친절하다. 상대방을 잘 알게 될 때까진 내면을 보여주지 않는다. 의견 충돌을 피하고, 사람 간의 화합을 중시한다. 사람과 관계되는 일을 할 때 감정에 지나치게 세심하고 민감한 경향이 있다. 이들은 결정력과 추진력을 기를 필요가 있다."
isfp,Ni(내향 직관)이 3차기능치고는 발달해 눈치가 빠르다. 조용히 자기 일만 하고 있는 것처럼 보이지만 사실 주변 상황 파악도 다 하고 있는 것이다.
isfp,타인과의 갈등이 심화되었을 경우 문제를 해결하려고 하기보다 상대방과의 관계를 끊을 가능성이 더 높다. 이는 인간관계에서 큰 스트레스를 받는 ISFP의 특성 중 하나이다.
isfp,"문학, 음악, 미술 분야에 관심이 많아 예술가 기질도 있으며, 사회봉사 직종에도 잘 어울리는 유형이다. 따라서 평범한 회사 사무직이나 사회봉사직에도 적지 않게 분포하는 종류의 유형이다."
isfp,개인주의 · 자유주의 · 감각 추구 · 독립적 · 개성적 · 인간 중심 · 감정적 · 수평적 관계 · 수용적 · 직접 경험 추구 · 인내심 · 감정 이입 · 진솔함 · 역지사지 · 개방적 사고 · 모험 · 과정 중시 · 겸손함 · 상호 존중 · 다원주의 · 자아 성찰 · 독립성 · 감수성 · 세심함 · 도덕성 · 융통성 · 예술적 · 정열적 신념 · 깊은 교류 · 본질 추구
isfp,모든 유형 중에서 침대 위에 누워서 아무것도 안 하는 시간이 제일 길다.[14]
isfp,화가 나면 논리적으로 반박하기보다 침묵하는 편이다.
isfp,남에게 싫은 소리를 잘 못하고 속으로 삭인다.
isfp,다른 사람의 부탁을 거절하기 어려워한다.
isfp,대체로 남을 잘 믿는 편이다.
isfp,첫인상은 차갑고 수줍어 보이나 알고 보면 꽤 순둥이다.
isfp,"호기심이 많고 새로운 것을 추구하는 성격으로, 다양한 분야에 관심을 보일 때가 많다.[16P]"
isfp,타인의 비판에 대해 개방적이며 잘 수긍한다.
isfp,자신의 생각이나 의견을 말해 보라고 했을 때 대답하기 어려워한다. 때문에 많은 사람들에게 답답하다는 말을 자주 듣는다.[16]
isfp,"지금 현재의 순간에 초점을 맞추고, 야심이 거의 없다. 친구, 가족, 음식, 예술, 감각적 즐거움과 같은 삶의 소확행을 즐기는 것을 선호한다.[TR]"
isfp,유연한 사고방식과 관용적이고 개방적인 태도를 지니고 있다.[16P]
isfp,"다만 이로 인해 우유부단하기도 하다. 최종적인 결정을 잘 내리지 못하며, 설득력 있는 주장을 들을 때마다 선택을 바꾸기도 한다.[TR]"
isfp,관찰력이 뛰어나 세부 사항을 잘 포착한다.[TR]
isfp,장기적 계획을 세우는 데 어려움을 겪을 수 있다.[16P]
isfp,관습적이고 전통적인 성향이 강한 상대방과 궁합이 좋지 않다.[22]
isfp,"규칙 틀에 묶이는 것을 싫어한다. 하지만 중요한 것에 대해서는 일정한 선을 넘지 않으며, 중요하지 않은 규칙이나 개인적 생활에 관한 것에 대해서는 자유롭다.[23]"
isfp,"배려형 개인주의적 성향이 강하며, 독립적이다."
isfp,"사람이나 사물을 다양한 시각에서 바라보고, 편견을 거부한다."
isfp,개인 프라이버시를 존중받기를 바란다.
isfp,"일반적으로 겸손하며, 자신을 과소평가할 수도 있다.[TR]"
isfp,"자연적인 것, 목가적인 것, 전원적인 것을 갈구한다."
isfp,중립 성향에 속하는 편이다.[25][26]
isfp,자유로움을 중요시하고 여유를 추구한다. 물 흐르듯이 사는 편이다.
isfp,경쟁하는 분위기보다는 편안한 분위기에서 능력을 발휘한다.
isfp,조용히 손절하는 편이다. 싫은 티를 크게 내지 않고 지나간다.
isfp,불합리한 관습이나 제도도 의심하기보단 수용한다.
isfp,꾸준히 일을 하기보다는 단기간에 몰아서 하는 편이다.
isfp,모나지 않은 편이기 때문에 평소에 성실하다는 평가를 많이 받는다.
isfp,친한 사람일수록 말을 솔직하게 하는 편이다. 가족이나 친구에겐 의외로 냉정하고 비판적인 모습을 보이기도 한다.
isfp,외향성이 강한 사람과 있으면 상대의 활동성에 지치기 쉽다.
isfp,경험을 통해 타인에 대한 방어 기제가 형성되었을 가능성이 높은 유형이다.
isfp,"타인에 대한 애정은 깊으나, 소극적인 성격탓에 짝사랑으로 끝나는 경우가 대다수다. 연애하기 꽤 힘든 유형이기도 하다.[27]"
isfp,본인이 하고자 하는 일에 집중력이 높아 열정적으로 몰두한다.
isfp,활동적이지 않은 아이들[28]을 잘 이해하지 못한다. 
isfp,양육 방식이 개방적이고 자유로운 편이다.
isfp,자녀가 무례한 행동을 하더라도 엄격하게 혼내지 못한다. 지나치게 허용적인 부모가 되기 쉽다.
isfp,"자신의 가르침으로 인해 깨닫기보단, 직접 경험하며 느끼게 할 하는 걸 선호한다."
isfp,"자녀와 형제, 친구 같은 사이가 되길 바란다."
isfp,"ISFP 유형에는 다정하고 온화한 성격을 지닌 사람들이 많습니다. 이들은 인간관계 중에서도 특히 연인 관계에 올인하는 스타일입니다. 마음을 열기까지는 시간이 걸리지만, 한번 사랑에 빠지면 연인에게 충실하고 로맨틱한 모습을 보입니다. 상대방이 바라는 것이라면 어떻게든 들어주고 싶어 하는 헌신적인 면도 있습니다. 이들은 로맨틱하고 연애 지향적인 특성 때문에 이별 후유증을 크게 겪는 유형이기도 합니다."
