destination,description,tag,image
쿠스코,"돌로 건축된 쿠스코의 거리에는 잉카 제국 시대의 건물과 안데스 바로크 양식의 건물이 혼재합니다. 그 전형적인 건축물이 아르마스 광장 옆에 세워진 코리칸차 신전과 산토 도밍고 교회입니다. 아메리카 인디언 문화와 메스티소 문화가 녹아든 이 고지대에서 놀라운 유적지를 탐험하고, 시장에서 아름다운 전통 직물을 발견하고, 고급 요리에서 현지 음식에 이르기까지 페루의 훌륭한 요리를 즐길 수 있습니다.","나이트라이프, 하이킹 투어, 역사 투어, 역사 유물 탐방",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fc/ba/cusco.jpg?w=500&h=400&s=1
아그라,위대한 사랑의 증거인 타지마할보다 더 로맨틱한 휴양지는 없을 것입니다. 인도 무굴 제국 당시 샤 자한이 그의 세 번째 왕비인 뭄타즈 마할의 죽음을 애도하며 지은 타지마할의 비할 데 없는 아름다움을 눈으로 직접 확인한다면 타지마할이 세계 8대 불가사의 중 하나로 손꼽히는 이유를 알 수 있을 것입니다. 타지마할을 생략하고는 인도의 여행이 완성되지 않습니다. 그 외에 아그라에서 놓쳐서는 안 될 명소로는 유네스코 세계 유산으로 지정된 레드 포트 사암 지구와 파테푸르 시크리가 있습니다.,"역사 투어, 예술 및 역사, 역사 유물 탐방, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fc/fc/agra.jpg?w=500&h=400&s=1
페스,"세계에서 가장 오래된 대학은 옥스포드도, 소르본느도 아니랍니다. 바로, 페스의 구시가에 있는 알 카로인 대학이 세계 최고의 대학입니다. 세계 유산으로 등록되어있는 성벽 도시 페스는, 그곳을 방문하는 여행자들을 중세의 신비로움 속으로 이끕니다. 메디나와 그 주변에는 미로와 같은 골목길이 옛모습 그대로 보존되어 있으며, 독특하고 아름다운 모로코 타일로 장식된 건물이 곳곳에 남아있습니다. 이 지역의 웬만한 곳은 걸어 다니면서 전부 관광할 수 있지만, 용기있는 여행자라면 택시를 타보셔도 좋습니다. 택시 기사의 곡예 운전은 스릴 만점이랍니다.","예술 및 역사, 사파리, 4WD 투어, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/1e/34/fe/tombe-dei-merenidi.jpg?w=500&h=400&s=1
아테네,"한때 신석기 시대에 가장 강력한 문명의 중심지였던 아테네는 아크로폴리스에서 올림피아 제우스 신전에 이르기까지 고대의 거대 건축물의 위업이 사방에 즐비합니다. 하지만, 아테네의 동네와 뒷골목은 기분 좋은 모던함이 묻어나고 느긋한 에너지가 드러나며, 활기찬 도회풍 음식점과 멋진 갤러리가 지나간 시대의 유물들 속에 공존합니다. 붐비는 복잡함에서 벗어나 휴식을 취하려는 사람들은 자연 그대로의 바다와 편안한 해변 리조트가 있는 아름다운 해안선에서 산책할 수 있습니다.","역사 투어, 바, 역사 유물 탐방, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c0/98/c5/caption.jpg?w=500&h=400&s=1&cx=960&cy=638&chk=v1_dd51d42e9a888a6b338f
더블린,"수많은 역사적 건축물과 셀 수 없이 많은 문학계 거장을 낳은 더블린은 고풍스러운 분위기와 친근하고 실용적인 매력이 조화를 이루고 있습니다. 우선 더블린은 걸어서 다니기에 매우 좋기 때문에 하루에 여러 곳을 방문할 수 있습니다. 잘 알려진 명소들부터 시작하는 것이 좋습니다. 세인트 패트릭 대성당의 화려한 디테일을 감상하고, 더블린 성에서 ‘도시의 중심부’를 둘러보세요. 트리니티 칼리지의 드넓은 캠퍼스를 감상할 수도 있습니다. 박물관이 정말 많고, 체스터 비티와 같은 곳은 대부분 무료입니다. 또한 다양한 예산이나 취향에 적합한 음식을 찾을 수 있습니다. 43개의 미슐랭 스타 레스토랑 중 한 곳에서 시식 메뉴를 즐기거나 펍에 들러 인생 최고의 피쉬 앤 칩스를 맛보세요. 더블린은 다양한 당일 여행을 떠나기에 좋은 출발점입니다. 일정이 여유롭다면 벨파스트 또는 어촌 마을인 호스와 같은 새로운 장소에 들러 보세요. 아래에서 더 많은 추천 정보를 확인하세요.","역사 투어, 바, 문화체험 투어, 버스 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/f7/0e/dublin.jpg?w=500&h=400&s=1
콜롬보,"대부분의 여행자에게 콜롬보는 스리랑카로 향하는 관문에 지나지 않지만, 사실 그냥 지나치기에는 아까운 재미있는 도시입니다. 해안가를 따라 유명한 비치가 있는 마운트라비니아까지 기차를 타고 가거나, 여러 트립어드바이저 여행자들이 도시의 번잡함에서 벗어나 휴식을 취하기에 이상적인 장소라고 추천하는 Talangama Wetland를 둘러 보십시오.","역사 투어, 예술 및 역사, 사파리, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/f9/8f/0a/one-of-the-best-travel.jpg?w=500&h=400&s=1
후에,"후에는 향 강 주변에 있으며, 구엔 왕조의 수도를 둘로 나누어 놓고 있습니다. 이곳에는 특히 유네스코 세계 유산으로 지정된 꼭 봐야 할 역사적 유적지들이 많습니다. 관광지로는 화려하게 장식된 황성, 컬러풀한 딴 또안 다리, 왕릉 및 자금성 등이 있습니다. 수많은 시민들이 목숨을 잃은 휴 정글 크레비스를 방문하는 경우 잠시 조용히 묵념을 올리십시오.","역사 투어, 모터사이클 투어, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b4/dd/eb/hue-imperial-city-citadel.jpg?w=500&h=400&s=1
에든버러,"스코틀랜드의 수도인 에든버러는 역사 유산, 문화, 축제로 유명합니다. 도시 중심부를 걸으며 구시가지와 신시가지의 세계문화유산을 비롯해 박물관과 갤러리를 둘러보세요. 잠시 멈춰 에든버러의 매력적인 찻집에서 스콘과 함께 차를 마시며 충전하거나 전통적인 술집에 들어가 보세요. 그런 다음 에든버러의 다양한 행사에도 참여해 보세요. 여름에 열리는 유명한 문화 축제도 좋고 음악과 횃불 그리고 전통춤 케일리가 어우러진 겨울 축제에 가보는 것도 좋습니다.","역사 투어, 바, 문화체험 투어, 영화 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/47/db/ac/caption.jpg?w=500&h=400&s=1
도쿄,"초현대적인 초고층 빌딩과 비교할 수 없는 음식, 신나는 밤문화로 유명한 도쿄는 아드레날린이 넘쳐나는 곳입니다. 도쿄는 최첨단으로 유명하지만, 옛 신사와 빈티지 찻집, 평화로운 정원은 고요한 휴식처를 제공하고 과거의 역사를 상기시켜 줍니다. 도쿄의 유서 깊은 지역인 아사쿠사에서 오전을 보내며 센소지 사원을 구경한 후 스미다가와강을 따라 산책하세요(봄에는 벚꽃이 만발합니다). 츠키지 장외 시장으로 가서 아침 식사로 스시를 드셔도 좋습니다. 좁은 통로에 수많은 음식점이 즐비한 곳입니다(대부분이 정오 무렵 문을 닫으니 일찍 가세요). 하라주쿠에서 활기를 즐기고 코스프레 문화를 맛보거나 아키하바라에서 비디오 게임과 애니메이션을 구경하세요. 저녁에 요코초(길거리의 작은 골목길)를 따라 내려가면 한가로운 이자카야와 한적한 분위기의 바도 찾아볼 수 있습니다. 이것들은 맛보기에 불과합니다. 아래에 더 많은 추천 여행지가 있습니다.","시티 투어, 역사 투어, 바, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/84/4b/d7/caption.jpg?w=500&h=400&s=1&cx=994&cy=946&chk=v1_6a1bd939ce726b103997
프라하,"보헤미안적인 매력과 동화적인 특징을 지닌 프라하는 역사, 예술, 음악, 건축에 빠져들기를 원하는 문화 애호가를 위한 완벽한 여행지입니다. 온종일 프라하 성을 구경하고 클래식한 체코 선술집에서 푸짐한 저녁을 먹으며 재충전할 수 있습니다. 정각에 기계적인 행진 퍼포먼스를 보여주는 천문 시계로 향하기 전에 구시가 광장을 돌아다니며 시간을 보내보세요. 프라하의 최고의 바는 대부분 역사적인 펍으로 중부 유럽의 최고급 맥주를 마시며 좋은 밤 시간을 보낼 수 있습니다.","시티 투어, 역사 투어, 테마 파크, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/cc/d0/42/caption.jpg?w=500&h=400&s=1
산티아고,"산티아고는 다양한 볼거리가 많은 대도시입니다. 벨라비스타에는 펑키한 분위기의 카페와 클럽이 즐비하고, 포레스트 파크에는 콜롬부스 이전의 시대에서부터 현대에 이르는 다양한 아트 컬렉션이 전시되어 있습니다. 또한, 16세기의 샌프란시스코 교회 건물에서부터 전면이 글래스인 최고층 빌딩까지 다양한 타입의 건축물을 볼 수 있습니다. 현지 사람들이 즐겨찾는 파노라미코 몰의 상점에서 맛도 좋고 양도 많은 칠리 요리를 즐겨보시기 바랍니다.","와인 시음, 역사 투어, 바, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/af/0e/ab/fachada-do-palacio.jpg?w=500&h=400&s=1
포르토,"포르투갈에서 두 번째로 큰 도시이자 포르투갈과 포트와인이라는 이름의 기원이 된 포르투는 고전적인 분위기와 현대적인 에너지가 완벽한 조화를 이룹니다. 우선 포르투는 걷기에 좋은 도시입니다. 구불구불한 자갈길을 거닐며 세련된 상점, 음식점, 디자인을 선도하는 부티크 호텔과 함께 늘어서 있는 18세기 타운하우스를 둘러보세요. 빌라 노바 대 가이아에서 도루강 건너편에 있는 포트 와인 저장고도 잊지 말고 꼭 들러보세요. 현대 미술의 중심지이기도 한 포르투에는 현대 미술의 메카인 세랄베스 현대 미술 박물관부터 미구엘 봄바르다 거리에 있는 여러 갤러리 등 현대 미술과 관련된 여러 장소가 있습니다. 이 도시의 역사를 더 깊이 알고 싶은 분들은 활기찬 분위기를 자랑하는 구시가지인 리비에라 지구로 가세요. 리비에라 지구는 유네스코 세계 문화유산으로 지정된 곳으로, 도우루강의 환상적인 경치를 배경으로 수백 년 된 건축물을 자랑합니다. 그중에서도 14세기에 지어진 상 프란시스코 교회가 주요 관광명소입니다. 포르투에는 다른 볼거리도 많습니다. 아래에서 추천 정보를 모두 확인하세요.","와인 시음, 전일 투어, 역사 투어, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/f4/95/caption.jpg?w=500&h=400&s=1
아디스 아바바,"아프리카의 수도라고도 불리는 아디스 아바바는 경제, 사회 및 정치 활동의 중심지이며, 아프리카 연합 및 UN 아프리카경제위원회 등의 주요 기관도 있습니다. 다양한 인종의 특성이 교회, 모스크, 박물관 등에 나타나 있으며, 에티오피아 국립박물관에는 1970년대에 이 지역에서 발견된 오스트랄로피테쿠스 Dinkinesh(루시)의 화석이 있습니다.","역사 투어, 예술 및 역사, 4WD 투어, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/1b/2b/b9/heading-to-entoto-mariamhappy.jpg?w=500&h=400&s=1
세빌,원래 로마의 도시로 세워졌으며 현재 유네스코 세계 유산을 세 개나 보유하고 있는 세비야는 고풍스러운 매력이 넘치는 곳입니다. 알카사르 궁전은 건축 양식의 놀라운 콜라주와 같은 곳이며 성당은 그 아름다움과 더불어 크리스토퍼 콜럼버스의 묘지라는 사실로 유명한 곳입니다. 메트로폴 파라솔은 세계에서 가장 큰 목조 건축물로 대규모의 격자무늬가 소용돌이치며 시장과 테라스 전망대를 둘러쌉니다.,"도보 여행, 나이트라이프, 역사 투어, 바",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/f7/95/seville.jpg?w=500&h=400&s=1
빈,"바로크 양식의 궁전과 잘 가꾸어진 정원이 있는 빈은 아주 우아하고 매력적인 곳입니다. 그 외에도 오페라로 유명한 이곳은 빈 국립 오페라 극장을 비롯한 세 곳의 하우스가 있습니다. 모차르트, 베토벤, 하이든이 살았던 빈은 클래식 음악과 깊은 관련이 있습니다. 하지만 역사적인 볼거리만 풍족한 것은 아닙니다. 현대적인 면을 보려면 오스트리아 미술관에 가보세요. 전시, 상점, 음식점이 즐비한 창의적인 장소입니다. 커피 문화를 빈의 핵심입니다. 에스프레소를 마시고 자허토르테를 한 조각 먹으며 하루를 보낼 수 있는 아늑한 카페가 많이 있습니다. 커피 말고 더 강력한 것을 원하시나요? 400여 곳에 달하는 포도밭 중 한 곳에 방문하거나 와인 선술집에서 음료와 슈니첼을 즐겨보세요. 이제 시작일 뿐입니다. 아래에 더 많은 추천 정보가 있습니다.","나이트라이프, 예술 투어, 역사 투어, 예술 및 역사",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/af/10/b8/caption.jpg?w=500&h=400&s=1&cx=2171&cy=2605&chk=v1_fc63d630d7feab63821d
싱가포르,"작은 섬에 위치한 도시 국가 싱가포르는 다양한 국가에서 온 사람들이 섞여 있지만 그중에서도 말레이시아, 중국, 인도의 문화가 독특하게 결합된 것으로도 유명합니다. 이렇듯 다양한 문화가 섞이면서 싱가포르 특유의 분위기를 연출하고, 매우 멋진 음식 문화도 즐길 수 있죠. 싱가포르에서는 세계적인 수준의 음식을 맛볼 수 있습니다. 하지만 유명한 호커 센터 중 한 곳에서 길거리 음식을 맛보는 기회도 놓치지 마세요. 대형 푸드 코트와도 같은 호커 센터에서는 명불허전 면 요리부터 미슐랭 스타 요리까지 다양한 음식을 맛볼 수 있습니다. 섬의 다른 지역은 빼어난 경치를 자랑합니다. 초현대적인 고층 빌딩과 고급 쇼핑몰 옆에 녹음이 우거진 공원을 지나치지 마세요. 먼저 가든스 바이 베이나 맥리치 저수지 공원의 녹지를 구경한 다음 페리를 타고 싱가포르 주변의 64개 섬 중 몇 군데를 돌아보는 것을 추천합니다. 그중 풀라우 우빈이 가장 인기 있는 장소입니다. 아래에 더 많은 추천 정보를 참고하세요.","나이트라이프, 역사 투어, 바, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/bd/09/06/caption.jpg?w=500&h=400&s=1
베를린,"패션에서 건축, 정치사에 이르기까지 베를린은 언제나 특별합니다. 베를린 장벽은 2차 세계 대전 후의 냉전기를 상기시키는 잔재이지만, 장벽에 그려진 그라피티 아트는 이제 사회 발전의 상징이 되었습니다. 상부에 태양계 형상의 모델이 자리한 벨트짜이트우어(만국시계)를 보고, 나폴레옹과 베토벤이 자주 찾은 16세기 음식점인 역사적인 추어 레츠텐 인스탄츠에서 저녁식사를 하며 시간을 거슬러 가보십시오.","나이트라이프, 역사 투어, 예술 및 역사, 러닝 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/f5/c6/caption.jpg?w=500&h=400&s=1
암만,"암만의 계층화된 역사는 다양한 사람들과 다채로운 건축물에 나타납니다. 이 도시에는 다양한 교파와 다문화 인구가 거주합니다. 초현대적인 상업 중심지의 한가운데에서도 그 고대 뿌리의 증거를 찾아볼 수 있으며 화려한 수크, 로마 유적, 문화 박물관, 기념물 등이 이 지역 역사의 모습을 고스란히 보여줍니다.","역사 투어, 모터사이클 투어, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/22/d6/74/romeins-amfitheater.jpg?w=500&h=400&s=1
부에노스아이레스,"부에노스아이레스에는 그냥 지나칠 수 없는 뜨거운 에너지가 있습니다. 이 도시에서는 말벡을 마시고, 믿기지 않을 만큼 맛있는 스테이크를 먹고, 새벽까지 클럽에서 음악과 춤을 즐기며 즐거운 시간을 보낼 수 있습니다. 하지만 소박한 모습도 있습니다. 아침에 바리오의 자갈길을 거닐며 시간에 구애받지 않고 신고전주의 건축물을 구경해 보세요. 팔레르모에는 물론 트렌디한 음식점과 부티크가 있지만, 팔레르모 공원에서 초리판을 사 먹으며 간편하게 즐기는 피크닉도 무척 유명합니다. 산 텔모에 가서 일요일마다 열리는 대규모 거리 시장인 산 텔모 일요시장을 구경하고, 탱고 공연을 관람하거나 도레고 광장에서 야외 공연을 즐기세요. 좀 더 여유롭게 시간을 보내고 싶다면 미술관이나 갤러리에 가 보고 산 텔모 시장의 노점에서 맛있는 음식도 드셔 보세요. 서둘러도 좋고 여유를 즐겨도 좋습니다. 자신의 속도에 맞게 둘러보세요. 아래에 더 많은 아이디어가 있습니다.","역사 투어, 바, 문화체험 투어, 와인",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/84/8a/db/teatro-colon.jpg?w=500&h=400&s=1
키토,식민지 시대 이전의 풍부한 역사를 간직한 에콰도르의 수도는 잉카 제국 도시의 폐허에 건립되었지만 현대 여행객에게 필요할 수 있는 모든 것을 제공합니다. 이곳은 라틴 아메리카에서 가장 적게 변화된 역사적인 중심지로 남아 있으며 유네스코 세계 문화 유산으로 지정되어 있습니다. 키토에서 꼭 방문해 봐야 할 곳으로는 라 콤파냐 성당과 대학뿐 아니라 산 프란시스코 및 산토 도밍고 사원 등 바로크 양식의 보석 같은 곳이 있습니다. 이 거대한 도시는 화산 봉우리로 둘러싸인 숨이 막힐 듯한 안데스 산맥에 걸쳐 있습니다.,"자연 및 야생동물 서식지 투어, 바, 4WD 투어, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4d/45/8d/quito.jpg?w=500&h=400&s=1
홍콩,"맛있는 딤섬, 플로팅 아일랜드, 황홀한 스카이라인은 홍콩의 특징 중 일부에 불과합니다. 템플 스트리트 야시장을 따라 걸으며 취향에 따라 어묵 꼬치와 취두부를 맛보거나, 팀호완과 같은 미슐랭 스타 음식점에서 딤섬을 먹어보세요. 전통 중국 건축물을 구경하려면 옹핑 마을로 가보세요. 그다음엔 전차를 타고 빅토리아 피크의 정상으로 가서 마천루가 만들어내는 전망을 감상하세요. 난 리안 가든의 완만한 언덕은 평온함을 선사하지만, 도심의 칵테일 바를 순례하면 활기찬 홍콩의 도시적 흥취를 느낄 수 있습니다.","도보 여행, 나이트라이프, 시티 투어, 바",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/f4/54/caption.jpg?w=500&h=400&s=1
보고타,"인구 천만의 보고타는 콜롬비아에서 가장 큰 도시입니다. 정통 요리와 훌륭한 와인을 즐길 수 있는 세련된 레스토랑이 많으며, 먹거리와 관련된 페스티벌도 자주 개최됩니다. 현지 주민들이 즐겨 이용하는 음식점에서 아지 소스를 곁들인 엠파나다를 즐겨보세요. 라 칸델라리아의 역사 지구를 산책하거나 북부 지역에서 쇼핑을 하는 것도 즐겁습니다.","자연 및 야생동물 서식지 투어, 역사 투어, 하이킹 및 캠핑, 바",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/08/3a/c2/twilight-view-over-bogota.jpg?w=500&h=400&s=1
예레반,제국에 맞서 오랫동안 싸워온 예레반은 수백 년간 외세의 점령에도 끝까지 저항하여 결국 소비에트연방의 멸망으로 독립을 달성한 곳입니다. 아르메니아 문화의 중심지인 이 수도에는 건설 붐이 일고 인구가 증가하면서 자유를 얻은 축제 분위기가 팽배해 있습니다. 이처럼 미래를 향해 나아가면서도 예레반은 과거 역사가 남아있는 곳이기도 합니다. 9세기경 고서들이 전시된 고문서 박물관(마테나다란)과 기원전 782년에 세워진 에레부니 요새 유적지가 그대로 보존되어 있습니다.,"나이트라이프, 역사 투어, 역사 유물 탐방, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/29/ac/2d/bild-1.jpg?w=500&h=400&s=1
바쿠,"바쿠의 역사적 중심지에는 도시의 근원이었던 실크로드 항구 도시 시절부터 석유 붐을 거쳐 소비에트 시대에 이르기까지 격동의 과거가 잘 드러납니다. 이 구시가지에는 골목길, 모스크, 역사적인 건물, 요새의 잔해가 미로처럼 얽혀있으며, 현재 유네스코 세계문화유산으로 등재된 시르반샤 궁전과 메이든 탑이 자리 잡고 있습니다. 유적지 그 이상인 이 도시에서는 예술과 문화 활동이 활발히 이루어질 뿐만 아니라 현대의 비즈니스 부문도 왕성하게 가동되고 있습니다.","역사 투어, 바, 역사 유물 탐방, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/b5/6c/05/old-city-baku.jpg?w=500&h=400&s=1
발리,"북쪽의 세쿰풀처럼 숨 막히게 아름다운 폭포부터 남쪽 냥냥의 백사장에 이르기까지 발리는 하나의 작은 섬이지만 볼거리가 정말 많습니다. 바투 볼롱의 서퍼를 위한 파도, 스미냑의 나이트클럽, 누사두아의 호화로운 절벽 위 호텔, 섬 곳곳의 영적인 장소들까지, 원하는 모든 것을 찾을 수 있을 것입니다. 천국의 문에서 사진을 찍고, 정글을 지나 숨겨진 구눙 카위 사원에 가고, 울루와뚜 사원에서 일몰과 전통 불춤을 감상하세요. 시장은 반드시 방문해야 합니다. 수카와티 아트 마켓에서 수공예 예술품과 직물을 구경하거나 신두 야시장에서 사테와 박소와 같은 길거리 음식을 간식으로 즐겨보세요. 더 많은 먹거리와 즐길거리를 확인하려면 아래 추천 정보를 확인하세요.","기항지 투어,래프팅,스파,문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/c7/90/94/caption.jpg?w=1000&h=600&s=1
호이안,"호이안은 베트남 중부 해안에 자리 잡은 항구 도시로, 15~19세기에 이르는 기간 동안 국제 무역항으로의 역할을 하였으며, 지금도 그 당시의 면모가 잘 보존되어 있습니다. 이 도시는 예전부터 백팩커들이 즐겨찾는 곳이었으며, 관광지로서의 인지도가 점차적으로 높아지고 있습니다 . 매월 음력 14일에는 전통적인 제등 축제가 열리며, 관광 명소로는 내원교(일본교), 꾸안 꽁 사원 등이 있습니다. 그리고, 이 지역의 유명한 오더 메이드 양복점에서 원하는 맞춤 옷을 구입해보는 것도 좋을 것입니다.","쇼핑, 역사 투어, 사파리, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b4/95/1e/20161110-163943-largejpg.jpg?w=500&h=400&s=1
몰디브,"인도양의 잔잔하고 평화로운 바다 위에 펼쳐진 26개의 산호섬과 1,000개 이상의 섬으로 이루어진 몰디브는 섬 여행자가 꿈꾸는 여행지입니다. 바닷속에는 수천 종의 해양 생물과 수중 보물을 만날 수 있는 수 킬로미터에 달하는 산호초가 있습니다. 최고의 즐거움을 원한다면 브로큰 록에서 다이빙하거나, 하니파루 베이에서 만타가오리와 함께 스노클링을 즐기거나, 전세 보트를 타고 최고의 명소를 둘러보세요. 몰디브는 아름다운 해변과 호화로운 빌라로 유명하지만 풍부한 문화와 역사를 간직한 곳이기도 합니다. 올드 프라이데이 모스크의 17세기 건축물을 둘러보거나 말레의 수산시장에서 현지 생활을 엿보고 섬에서 가장 신선한 해산물을 맛보세요. 그뿐만이 아닙니다. 트립어드바이저가 소개하는 숨겨진 보석 같은 곳과 꼭 해야 할 즐길거리를 아래에서 확인하세요.","리조트, 제트 보트 대여, 스파, 고래 구경",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/dc/98/caption.jpg?w=500&h=400&s=1
도미니카공화국,"쿠바, 푸에르토리코와 같은 바다에 놓인 도미니카 공화국이 아이티와 공유하는 섬 동부의 3분의 2를 차지하고 있습니다. 다양한 동굴, 빅토리아 양식의 진저브레드 하우스, 해적 이야기로 가득 찬 1448킬로미터에 달하는 해안에 둘러싸인 이 섬은 멋진 장관을 제공하며 하이라이트는 Mount Isabel de Torres로 올라가는 케이블카 타기와 멋진 Saona Island에서 일광욕 즐기기 등입니다. 또한 도미니카 공화국은 가족 여행에 적합하며 날씨가 좋고 비용도 저렴합니다.","역사 투어, 바, 하이킹 및 캠핑, 바",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/65/5f/4b/caption.jpg?w=500&h=400&s=1&cx=1321&cy=849&chk=v1_14f7826859b4f964e5b2
모리셔스,"모리셔스는 아프리카에서 가장 관광 거리가 풍부한 열대 천국입니다. 가로와 세로가 각각 61킬로미터와 47킬로미터인 이 섬의 현대 수도인 포트 루이스는 다시 활성화된 부둣가와 분주한 시장으로 북적거리는 항구입니다. 하지만 대부분의 방문객은 몽슈아지, 조용한 트루 오 비슈 그리고 스쿠버 다이버에게 인기가 많은 보다 분주한 Flic en Flac과 같은 리조트 지역으로 향합니다. 리비에르 누아는 심해 낚시를 원하는 사람에게 이상적입니다.","제트 보트 대여, 스파, 로맨틱 투어, 스노클링",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fb/49/mauritius.jpg?w=500&h=400&s=1
카오락,"푸켓의 북쪽으로 80km 떨어진 카오락은 2004년에 쓰나미가 완전히 휩쓸고 간 지역입니다. 하지만 온전히 관광 산업에만 의존하기에 마을은 완벽하게 재건되었습니다. 한적한 해변과 고요한 밤, 그리고 가족 단위의 즐길 거리가 풍부한 이곳은 여전히 다른 해안 관광지보다 조용한 분위기를 선사합니다. 보름달 파티와 흥겨운 밤을 즐기고 싶은 여행객에게는 안타깝게도 이곳은 어울리지 않습니다. 하지만 시밀란 군도에서 멋진 스쿠버 다이빙을 즐기고 싶은 여행객에게는 이곳이 안성맞춤입니다.","리조트, 제트 보트 대여, 카약 투어, 현지 음식",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fd/1f/khao-lak.jpg?w=500&h=400&s=1
자메이카,"자메이카의 따뜻한 햇볕을 쬐며 해먹에 누워 흔들리는 것보다 더 좋은 것이 있을까요? 느긋하게 즐기고 싶다면 제대로 찾아오신 겁니다. 하지만 자메이카에는 모험을 원하는 사람을 위한 수많은 야외 어드벤처도 있습니다. 블루홀로 다이빙하고, 마사브래강에서 래프팅을 즐기는 건 어떨까요, 조금 심하게 들릴 수도 있지만 미스틱산에서 봅슬레이를 타고 내려가는 것도 재미있지 않을까요? 모험을 떠나기 전 닭고기 저크처럼 맛있고 포만감이 오래 가는 음식으로 충전하세요. 특히 레게 음악 팬이라면 킹스턴의 정통 음악 클럽을 방문할 만합니다.","나이트라이프, 리조트, 래프팅, 야외 활동",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/fb/5c/caption.jpg?w=500&h=400&s=1
산토리니,"에게해의 키클라데스 제도를 방문한 적이 없더라도 이곳을 곧바로 알아볼 수 있습니다. 절벽에 박혀 있는 듯한 알록달록한 집들, 사파이어색 바다, 코발트블루 돔이 얹어져 있는 초크화이트색 건물이 너무나 인상적인 곳이기 때문입니다. 평화로운 검은 모래 해변을 거닐거나 이메로비글리와 같은 이 지역 마을의 거리를 돌아다녀 보세요. 아름다운 이아는 별빛 속으로 사라지기 전 형형색색 변화하는 석양 덕분에 세계적으로 유명합니다.","와인 시음, 기항지 투어, 반나절 투어, 현지 음식",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/81/30/3f/caption.jpg?w=500&h=400&s=1&cx=1846&cy=1833&chk=v1_6ae0a81ae3361e988707
잔지바르,"탄자니아 앞바다에서 15마일 정도 떨어진 인도양에 위치한 잔지바르 아키펠라고는 인간 세계와 동떨어진 곳으로 숨 막힐 듯 아름다운 풍경을 자랑합니다. 맑은 청록빛의 바다, 물놀이에 좋은 얕은 모래톱, 그리고 관광객이 거의 방문하지 않는 근처의 여러 작은 무인도를 즐길 수 있습니다. 세계 문화 유산으로 지정된 스톤타운(잔지바르 시의 구시가지 구역)을 방문해 보세요. 또는 아름다움을 비길 데 없는, 작은 어촌 사이의 해안가를 여기저기 거닐어 볼 수도 있습니다.","역사 투어, 리조트, 사파리, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/ff/64/zanzibar-island.jpg?w=500&h=400&s=1
